Datetime,StockPrice,OptionPrice,XSigma,Delta,TimeDecayOneDay
27Aug2018110616,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018112248,7.19,0.92,2.045214547029157,0.0478290641361131,0.005455705582319226
27Aug2018112633,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018112657,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018115205,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018115248,7.2,0.91,2.0286118699341387,0.05008461177942414,0.005434989480690544
27Aug2018115308,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018115328,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018120835,7.2,0.92,2.1026346455310683,0.05008461177942414,0.00576718278861732
27Aug2018124333,7.19,0.92,2.045214547029157,0.0478290641361131,0.005455705582319226
27Aug2018125543,7.19,0.92,2.045214547029157,0.0478290641361131,0.005455705582319226
28Aug2018093610,7.11,0.97,1.9734295231624075,0.0297064362201514,0.004700419728515981
28Aug2018102054,7.12,0.97,2.043087058406356,0.031289715644276905,0.005080426456688936
28Aug2018104351,7.12,0.97,2.043087058406356,0.031289715644276905,0.005080426456688936
28Aug2018115032,7.14,0.97,2.171983195354164,0.034658438451939784,0.005788652507435099
29Aug2018111555,7.29,0.7899999999999999,1.7240447597506283,0.0654880217377124,0.00458073194710884
