Datetime,StockPrice,OptionPrice,XSigma,Delta,TimeDecayOneDay
27Aug2018110616,7.2,2.22,3.2925855426747344,0.999999997925184,0.002008768752318701
27Aug2018112248,7.19,2.22,3.5665151378529067,0.999999997627428,0.002757735730182009
27Aug2018112633,7.2,2.2,,0.999999997925184,
27Aug2018112657,7.2,2.2,,0.9999999979251841,
27Aug2018120835,7.2,2.2,,0.999999997925184,
27Aug2018122022,7.2,2.22,3.2925855426747344,0.9999999979251841,0.002008768752318701
27Aug2018125543,7.19,2.2,2.8935703309828966,0.999999997627428,0.0011379676844569526
28Aug2018091522,7.11,2.14,3.5556477098646213,0.9999999965251554,0.002850541298148101
28Aug2018093610,7.11,2.14,3.5556477098646213,0.9999999965251554,0.002850541298148101
28Aug2018095843,7.13,2.14,2.8993178097222567,0.9999999973587468,0.001180921243254307
28Aug2018102054,7.12,2.14,3.2810772627118885,0.9999999969700024,0.002078291163375212
28Aug2018104351,7.12,2.12,,0.9999999969700024,
28Aug2018110624,7.12,2.14,3.2810772627118885,0.9999999969700024,0.002078291163375212
28Aug2018112749,7.13,2.14,2.8993178097222567,0.9999999973587468,0.001180921243254307
28Aug2018121209,7.15,2.18,3.5980454600516003,0.9999999979949244,0.002860735410418869
28Aug2018123420,7.14,2.14,,0.9999999976983499,
28Aug2018125624,7.16,2.2,3.847099143115228,0.999999998253836,0.003565882521940012
29Aug2018111555,7.29,2.31,3.5222669099220596,0.9999999998790914,0.0021927801998997687
