Datetime,StockPrice,OptionPrice,XSigma,Delta,TimeDecayOneDay
29Aug2018063119,7.23,0.19,0.9205522306647018,0.642849473713643,0.001749460001071318
29Aug2018111404,7.3,0.19,1.0018995106299902,0.6746660411615822,0.0018712571847322168
