Datetime,StockPrice,OptionPrice,XSigma,Delta,TimeDecayOneDay
29Aug2018063119,7.23,1.29,1.410968622564093,0.9602792768853824,0.0012806852617048836
29Aug2018111404,7.3,1.31,0.9657085116243285,0.9671661233424567,0.00034202058595944607
